Número do Experimento,Código,Tempo de treinamento (s),Erro de teste,Última perda de treinamento
40,T30AMAEL32GC,"221,014045","1,211759739","0,0121538816"
41,T30AMAEL645C,"107,9967782","1,306675183","0,01186076179"
42,T30AMAEL646C,"110,3768532","1,980015743","0,01184697356"
43,T30AMAEL649C,"251,3930683","1,510545596","0,01335844956"
44,T30AMAEL64XC,"228,0556679","2,183291876","0,01481145434"
45,T30AMAEL64GC,"90,99966526","1,282597822","0,01186560094"
46,T30AMAEC165C,"531,4470136","1,418166075","0,01123648044"
47,T30AMAEC166C,"525,0616684","2,135409506","0,01200497989"
48,T30AMAEC169C,"1147,57757","1,526840564","0,0124907475"
49,T30AMAEC16XC,"1242,252998","1,554819432","0,0128689073"
50,T30AMAEC16GC,"565,1676259","1,626965224","0,01121715643"
51,T30AMAEC325C,"333,3457589","1,241770565","0,01144506689"
52,T30AMAEC326C,"301,8564181","1,226119336","0,01167389192"
53,T30AMAEC329C,"709,1865659","2,697896336","0,01173110958"
54,T30AMAEC32XC,"624,7024195","1,239302673","0,0125201242"
55,T30AMAEC32GC,"325,3002043","2,115170944","0,01125402097"
56,T30AMAEC645C,"210,6775949","1,161324327","0,01141125988"
57,T30AMAEC646C,"196,0203724","2,668874911","0,01114400383"
58,T30AMAEC649C,"389,0398068","2,281373643","0,01281893346"
59,T30AMAEC64XC,"461,1182177","1,39298469","0,01242798008"
60,T30AMAEC64GC,"179,5055728","1,278949259","0,01137321442"
61,T30SMSEL165C,"206,9233055","1,177804492","0,01241029892"
62,T30SMSEL166C,"273,2668695","2,230511498","0,001622164971"
63,T30SMSEL169C,"457,0880218","1,284125868","0,01199201588"
64,T30SMSEL16XC,"558,445209","3,252120772","0,00264236005"
65,T30SMSEL16GC,"292,8899143","1,644931882","0,001007069135"
66,T30SMSEL325C,"221,3304782","2,448737396","0,001804494881"
67,T30SMSEL326C,"221,7955155","2,557024561","0,002016221872"
68,T30SMSEL329C,"327,9617898","3,543946939","0,002813965315"
69,T30SMSEL32XC,"388,5818043","3,529335506","0,002933969256"
70,T30SMSEL32GC,"205,5902047","1,765002402","0,001070829108"
71,T30SMSEL645C,"107,9942994","2,505627652","0,00194168021"
72,T30SMSEL646C,"101,7336152","2,635960698","0,001875515678"
73,T30SMSEL649C,"227,5152354","4,167326551","0,003167062532"
74,T30SMSEL64XC,"221,9069326","3,2081947","0,003061177675"
75,T30SMSEL64GC,"91,23671627","1,543795271","0,00122983777"
76,T30SMSEC165C,"545,9855089","2,979327714","0,001428386779"
77,T30SMSEC166C,"625,4533944","2,36289375","0,001411988866"
78,T30SMSEC169C,"1189,18534","2,953217441","0,002491380088"
79,T30SMSEC16XC,"1111,381915","3,589774087","0,002379050246"
80,T30SMSEC16GC,"641,9932795","1,524106385","0,0008935671649"
81,T30SMSEC325C,"325,3415444","2,254303113","0,001661148388"
82,T30SMSEC326C,"329,9177113","2,81813194","0,001633076463"
83,T30SMSEC329C,"705,1897209","3,613458363","0,002737099072"
84,T30SMSEC32XC,"704,2300849","3,667466557","0,002790911123"
85,T30SMSEC32GC,"402,2568245","1,577591015","0,00104091817"
86,T30SMSEC645C,"206,7031963","2,4194276","0,001843587495"
87,T30SMSEC646C,"199,8235793","2,405887664","0,001691311831"
88,T30SMSEC649C,"403,8974562","3,737204604","0,003187543945"
89,T30SMSEC64XC,"446,437973","3,147016273","0,002972349292"
90,T30SMSEC64GC,"283,9690421","1,661269702","0,001211357303"
91,T30SMAEL165C,"325,4114449","2,567784275","0,0186416544"
92,T30SMAEL166C,"284,9491642","2,187060422","0,02184066921"
93,T30SMAEL169C,"500,0384505","3,391834122","0,02493658476"
94,T30SMAEL16XC,"548,700026","2,730163649","0,02540506423"
95,T30SMAEL16GC,"308,2043562","1,64403835","0,01801183075"
96,T30SMAEL325C,"205,5352719","2,176015814","0,01929317042"
97,T30SMAEL326C,"167,0435801","2,999500017","0,02206922509"
98,T30SMAEL329C,"327,1293328","3,024117489","0,02686885372"
99,T30SMAEL32XC,"309,1918926","3,939758315","0,02706276625"
100,T30SMAEL32GC,"152,3211961","4,225653096","0,01873525232"
101,T30SMAEL645C,"93,28620458","3,26369202","0,02342105657"
102,T30SMAEL646C,"109,7817636","7,274095413","0,03101078793"
103,T30SMAEL649C,"210,1886075","5,466759301","0,03039530106"
104,T30SMAEL64XC,"204,0150816","5,194639219","0,03421098366"
105,T30SMAEL64GC,"114,922044","1,50554729","0,0259511359"
106,T30SMAEC165C,"499,2216563","2,488296107","0,01673196442"
107,T30SMAEC166C,"554,4476676","3,035507596","0,01673962921"
108,T30SMAEC169C,"1289,122133","2,349778949","0,02159786969"
109,T30SMAEC16XC,"1203,019623","3,422010987","0,02264144085"
110,T30SMAEC16GC,"604,061311","1,830468924","0,01577196829"
111,T30SMAEC325C,"325,7841072","2,259795643","0,01727205329"
112,T30SMAEC326C,"325,0852084","2,991869332","0,01898490265"
113,T30SMAEC329C,"630,8044159","2,450070981","0,02459499612"
114,T30SMAEC32XC,"701,8209174","6,140926483","0,02573035099"
115,T30SMAEC32GC,"322,0815272","2,66102102","0,01827913523"
116,T30SMAEC645C,"221,5975482","3,620634399","0,01943445578"
117,T30SMAEC646C,"199,2154791","3,727224359","0,0215111468"
118,T30SMAEC649C,"464,9462719","4,584607372","0,02768107504"
119,T30SMAEC64XC,"447,7285433","4,808257644","0,02939804085"
120,T30SMAEC64GC,"202,1468072","1,626149168","0,02003063075"
121,T60AMSEL165C,"567,1983938","2,237773262","0,0005819168873"
122,T60AMSEL166C,"558,8638952","1,842962142","0,0006125313812"
123,T60AMSEL169C,"988,2136419","2,193160074","0,0007636856753"
124,T60AMSEL16XC,"1108,503824","1,822280299","0,0007598812226"
125,T60AMSEL16GC,"459,069608","1,209248797","0,0005969743943"
126,T60AMSEL325C,"325,449245","1,787764842","0,0005813722964"
127,T60AMSEL326C,"310,42222","1,206723849","0,0006411049399"
128,T60AMSEL329C,"628,6015728","1,887501336","0,0007296050899"
129,T60AMSEL32XC,"594,3898494","2,318673002","0,0008287405944"
130,T60AMSEL32GC,"338,9296939","1,610463937","0,0005568641354"
131,T60AMSEL645C,"205,4497268","1,521515881","0,0005953903892"
132,T60AMSEL646C,"197,4193897","1,636935954","0,0005915683578"
133,T60AMSEL649C,"406,6676924","1,6291626","0,0007056691684"
134,T60AMSEL64XC,"449,1429772","1,949094535","0,0007993364707"
135,T60AMSEL64GC,"191,9777343","1,570773017","0,0005833503092"
136,T60AMSEC165C,"919,341558","1,291731936","0,0005208867951"
137,T60AMSEC166C,"1125,639493","1,66104028","0,0005805341643"
138,T60AMSEC169C,"2250,401752","1,543776587","0,0005801821244"
139,T60AMSEC16XC,"2345,205195","2,954914887","0,0006606571842"
140,T60AMSEC16GC,"1093,073991","1,577449076","0,0005253125564"
141,T60AMSEC325C,"686,1020823","1,374423203","0,0005436770734"
142,T60AMSEC326C,"602,2416463","1,742466482","0,0005652162363"
143,T60AMSEC329C,"1349,500399","1,21667037","0,0006270923768"
144,T60AMSEC32XC,"1288,816411","1,278251648","0,0006568725221"
145,T60AMSEC32GC,"667,9072409","1,753280192","0,000490312581"
146,T60AMSEC645C,"463,7457495","1,419941463","0,000585414411"
147,T60AMSEC646C,"401,6627131","1,796356353","0,000567601528"
148,T60AMSEC649C,"824,3775954","1,340794341","0,0007023286307"
149,T60AMSEC64XC,"820,0861068","1,262355211","0,0007032712456"
150,T60AMSEC64GC,"360,4782438","1,279207124","0,0005126948236"
151,T60AMAEL165C,"609,8488529","1,927995535","0,01188777853"
152,T60AMAEL166C,"626,0613184","1,130015334","0,01277778577"
153,T60AMAEL169C,"1168,628768","1,390361884","0,01418711897"
154,T60AMAEL16XC,"1020,362916","1,310340514","0,01469401736"
155,T60AMAEL16GC,"594,1116519","1,279634892","0,01158328447"
156,T60AMAEL325C,"302,7248988","1,312063664","0,01206299756"
157,T60AMAEL326C,"386,2539237","2,529733471","0,01249742042"
158,T60AMAEL329C,"670,8532741","2,044851296","0,01322611235"
159,T60AMAEL32XC,"688,7567637","1,558867234","0,0154795507"
160,T60AMAEL32GC,"326,2331905","1,406478898","0,01172049809"
161,T60AMAEL645C,"187,1601083","1,313766532","0,01265950408"
162,T60AMAEL646C,"205,9813662","1,26368522","0,01216700021"
163,T60AMAEL649C,"449,4917059","1,510670789","0,013567416"
164,T60AMAEL64XC,"448,5031908","2,002661138","0,01392393652"
165,T60AMAEL64GC,"183,0336864","1,286421591","0,01090042759"
166,T60AMAEC165C,"1019,584763","1,361044876","0,01193166338"
167,T60AMAEC166C,"1045,398433","1,337000722","0,01132356282"
168,T60AMAEC169C,"2144,951693","1,572353157","0,01268948708"
169,T60AMAEC16XC,"2254,701468","1,505932184","0,01377825253"
170,T60AMAEC16GC,"1164,298696","1,316728526","0,01117522549"
171,T60AMAEC325C,"746,7888324","1,472821617","0,01151689328"
172,T60AMAEC326C,"748,2249384","1,479892418","0,01197194774"
173,T60AMAEC329C,"1235,765335","1,753590945","0,01219806448"
174,T60AMAEC32XC,"1250,112494","1,596338772","0,01287867408"
175,T60AMAEC32GC,"685,6791751","1,223470488","0,011234615"
176,T60AMAEC645C,"445,7211242","1,602209252","0,01101039443"
177,T60AMAEC646C,"402,2156093","1,138433077","0,0108743282"
178,T60AMAEC649C,"792,5843351","1,636043261","0,01276420802"
179,T60AMAEC64XC,"761,7910252","2,043963985","0,01336904429"
180,T60AMAEC64GC,"385,483063","1,345354779","0,01082106493"
181,T60SMSEL165C,"480,9499383","2,621425119","0,001676636282"
182,T60SMSEL166C,"521,3822124","2,205912271","0,001643056283"
183,T60SMSEL169C,"1048,779982","3,362570561","0,002932787407"
184,T60SMSEL16XC,"1027,503702","4,291878571","0,002685815329"
185,T60SMSEL16GC,"625,5239711","1,541065262","0,001071712933"
186,T60SMSEL325C,"298,9145818","2,740314581","0,00186824007"
187,T60SMSEL326C,"295,6521595","2,424997653","0,001854183502"
188,T60SMSEL329C,"636,9912403","4,58238741","0,003121101065"
189,T60SMSEL32XC,"628,3470805","3,736146099","0,002888646908"
190,T60SMSEL32GC,"325,6744328","1,584421606","0,001238315017"
191,T60SMSEL645C,"205,186856","2,7304749","0,002103064675"
192,T60SMSEL646C,"179,3084495","2,764077797","0,00233356026"
193,T60SMSEL649C,"388,9877748","3,764011756","0,003384076757"
194,T60SMSEL64XC,"448,4861801","3,663628307","0,003246632637"
195,T60SMSEL64GC,"188,8107326","1,531166145","0,001331104431"
196,T60SMSEC165C,"1009,086613","2,234684849","0,001414924394"
197,T60SMSEC166C,"1002,076818","2,271401264","0,001302760793"
198,T60SMSEC169C,"2084,535094","3,572900669","0,002500261879"
199,T60SMSEC16XC,"2024,244033","2,996679744","0,002252844395"
200,T60SMSEC16GC,"1258,535555","1,525919266","0,0009569177055"
201,T60SMSEC325C,"609,9464571","2,320523446","0,001586862607"
202,T60SMSEC326C,"608,098115","2,330398643","0,001678098924"
203,T60SMSEC329C,"1184,576858","4,491096692","0,002908294089"
204,T60SMSEC32XC,"1304,023345","3,001227124","0,002633902011"
205,T60SMSEC32GC,"650,4581296","1,591503589","0,001123688649"
206,T60SMSEC645C,"386,3234367","2,674941183","0,001910039806"
207,T60SMSEC646C,"407,596236","2,392213674","0,001945845317"
208,T60SMSEC649C,"823,8742719","3,840424068","0,003062710864"
209,T60SMSEC64XC,"825,064455","3,375469893","0,002980428049"
210,T60SMSEC64GC,"476,9320235","1,559953154","0,00123384106"
211,T60SMAEL165C,"582,9279606","1,976099809","0,01876865141"
212,T60SMAEL166C,"520,8563781","1,912235787","0,01972597837"
213,T60SMAEL169C,"964,4020054","2,460066052","0,02426345274"
214,T60SMAEL16XC,"1147,925578","5,333753132","0,02614997327"
215,T60SMAEL16GC,"508,0961161","1,911755778","0,0180775784"
216,T60SMAEL325C,"316,269105","3,261662554","0,02001419105"
217,T60SMAEL326C,"320,2361476","4,155416336","0,0239575617"
218,T60SMAEL329C,"604,1588476","2,662991644","0,02724767663"
219,T60SMAEL32XC,"571,7796104","4,717125456","0,03062281571"
220,T60SMAEL32GC,"329,8290994","3,398325857","0,02032646164"
221,T60SMAEL645C,"197,1187537","2,836803189","0,02258444764"
222,T60SMAEL646C,"206,1359904","2,911857094","0,02578071877"
223,T60SMAEL649C,"448,8654754","2,79141831","0,03070600703"
224,T60SMAEL64XC,"382,201154","4,985459357","0,03238097206"
225,T60SMAEL64GC,"209,7595601","4,075299319","0,02295893058"
226,T60SMAEC165C,"920,9231005","2,350720706","0,01635411382"
227,T60SMAEC166C,"1165,192793","2,27990847","0,01782562025"
228,T60SMAEC169C,"2249,608492","2,330482888","0,02205342427"
229,T60SMAEC16XC,"2100,50977","5,481069399","0,02177001908"
230,T60SMAEC16GC,"987,2643447","2,020705943","0,01556782611"
231,T60SMAEC325C,"586,1865597","1,941605265","0,0173350051"
232,T60SMAEC326C,"601,35483","2,003958979","0,02043437399"
233,T60SMAEC329C,"1288,318845","3,30811601","0,02358577214"
234,T60SMAEC32XC,"1349,326853","4,130361525","0,02468049154"
235,T60SMAEC32GC,"627,7479649","2,629058764","0,01759378426"
236,T60SMAEC645C,"388,5194774","2,513682413","0,01905892417"
237,T60SMAEC646C,"372,1532717","2,686918242","0,02102507837"
238,T60SMAEC649C,"709,4887402","2,859955075","0,02833925188"
239,T60SMAEC64XC,"868,0713704","3,074680472","0,0296141915"
240,T60SMAEC64GC,"387,1341898","2,75662029","0,02020932734"
241,H30AMSEL165C,"153,6838744","6,112459584","0,0008247370715"
242,H30AMSEL166C,"141,9778154","4,318910069","0,0007349524531"
243,H30AMSEL169C,"266,6119823","17,32634731","0,001040780451"
244,H30AMSEL16XC,"281,2713089","10,21924081","0,001116383704"
245,H30AMSEL16GC,"168,2162502","5,470536968","0,000638621219"
246,H30AMSEL325C,"82,16801667","7,314680414","0,001088345307"
247,H30AMSEL326C,"83,93546128","5,753048273","0,0007648873725"
248,H30AMSEL329C,"175,7495301","14,60588484","0,001392439008"
249,H30AMSEL32XC,"209,1854541","9,439679276","0,001085589989"
250,H30AMSEL32GC,"95,8574388","6,20594274","0,0009266950656"
251,H30AMSEL645C,"50,27912068","7,922475543","0,001433585654"
252,H30AMSEL646C,"50,7002759","6,375229321","0,0009969198145"
253,H30AMSEL649C,"110,3023658","14,33981406","0,002036473015"
254,H30AMSEL64XC,"149,2687802","9,958797527","0,001254316652"
255,H30AMSEL64GC,"52,93234801","6,687597599","0,00150641182"
256,H30AMSEC165C,"280,2617705","7,532336711","0,0006636573817"
257,H30AMSEC166C,"277,0444539","5,701066839","0,0005917777307"
258,H30AMSEC169C,"628,1276605","22,08208682","0,0007671005442"
259,H30AMSEC16XC,"516,9734478","20,69749044","0,0007295481628"
260,H30AMSEC16GC,"306,0604928","5,31380565","0,0007074528839"
261,H30AMSEC325C,"166,5065711","4,937390397","0,0006318711094"
262,H30AMSEC326C,"220,7736304","3,816790003","0,0006127469824"
263,H30AMSEC329C,"343,1355066","14,65333887","0,0009432375082"
264,H30AMSEC32XC,"344,0124066","10,47642202","0,0009005719912"
265,H30AMSEC32GC,"207,5071669","5,306876307","0,000567865558"
266,H30AMSEC645C,"86,11442876","6,55112232","0,001041967655"
267,H30AMSEC646C,"103,0960712","5,067728089","0,0007504732348"
268,H30AMSEC649C,"211,7689896","14,0924896","0,001222279505"
269,H30AMSEC64XC,"198,4096842","9,250079312","0,0008621871821"
270,H30AMSEC64GC,"109,4857142","5,554090003","0,0009026640328"
271,H30AMAEL165C,"151,2372556","6,820276554","0,01792749017"
272,H30AMAEL166C,"125,1053944","3,845435123","0,01886444911"
273,H30AMAEL169C,"281,0895786","22,82195994","0,02247001417"
274,H30AMAEL16XC,"272,4062514","19,21155734","0,02186595462"
275,H30AMAEL16GC,"153,4051208","7,704149088","0,01800031029"
276,H30AMAEL325C,"73,25456262","7,495396124","0,02066905051"
277,H30AMAEL326C,"145,7704468","4,418746132","0,01911482215"
278,H30AMAEL329C,"149,5009079","13,8406549","0,02502809651"
279,H30AMAEL32XC,"162,9908805","13,22021492","0,02485167608"
280,H30AMAEL32GC,"77,61633992","5,71775468","0,01841228083"
281,H30AMAEL645C,"52,63504481","6,437223587","0,02428266592"
282,H30AMAEL646C,"50,78063393","5,068049501","0,01964342594"
283,H30AMAEL649C,"122,2118587","12,02257303","0,02906457894"
284,H30AMAEL64XC,"95,18849921","9,143931542","0,02467253432"
285,H30AMAEL64GC,"54,84774065","5,157149204","0,02200846002"
286,H30AMAEC165C,"279,0043175","9,45681127","0,01718703285"
287,H30AMAEC166C,"271,6289387","8,348562303","0,01778388955"
288,H30AMAEC169C,"568,5589402","30,26264851","0,01751696877"
289,H30AMAEC16XC,"689,6202524","25,68758751","0,01985472068"
290,H30AMAEC16GC,"276,5220888","6,942395644","0,01768441498"
291,H30AMAEC325C,"141,2149005","4,560459625","0,01760187745"
292,H30AMAEC326C,"158,3148048","6,924299626","0,01916205324"
293,H30AMAEC329C,"322,1264877","19,4975143","0,01833780296"
294,H30AMAEC32XC,"329,0693891","17,58330302","0,02008625492"
295,H30AMAEC32GC,"178,8329632","5,997056605","0,01710224152"
296,H30AMAEC645C,"145,976146","4,644215237","0,01849293523"
297,H30AMAEC646C,"87,8761847","3,539484427","0,01784431562"
298,H30AMAEC649C,"211,3949063","14,93546784","0,02106712386"
299,H30AMAEC64XC,"268,5878887","8,642019894","0,02019099705"
300,H30AMAEC64GC,"121,8523457","5,977971625","0,0170960594"
301,H30SMSEL165C,"128,1487472","17,43305962","0,002016282408"
302,H30SMSEL166C,"159,9780571","16,11142894","0,001642539515"
303,H30SMSEL169C,"284,7390807","20,0476588","0,002749580191"
304,H30SMSEL16XC,"345,0323067","18,85268841","0,002833240665"
305,H30SMSEL16GC,"132,5736511","6,959887595","0,001685475465"
306,H30SMSEL325C,"94,8000071","16,94141504","0,002313556615"
307,H30SMSEL326C,"163,0050349","17,72653756","0,002314922633"
308,H30SMSEL329C,"223,8493938","22,25743033","0,003292272333"
309,H30SMSEL32XC,"155,7338982","20,98476498","0,002844052622"
310,H30SMSEL32GC,"85,99408603","8,885867609","0,002128720982"
311,H30SMSEL645C,"53,86477137","19,34668412","0,002691267524"
312,H30SMSEL646C,"54,48941946","16,61856202","0,002118779346"
313,H30SMSEL649C,"118,556776","21,85649383","0,003617835697"
314,H30SMSEL64XC,"99,7907505","20,9198877","0,003260462545"
315,H30SMSEL64GC,"70,3262496","7,960751999","0,002504911041"
316,H30SMSEC165C,"282,9266458","14,78567176","0,001623110031"
317,H30SMSEC166C,"296,6448119","12,32360427","0,001397551387"
318,H30SMSEC169C,"523,7534873","20,87437217","0,002546216594"
319,H30SMSEC16XC,"480,2487669","17,86124934","0,002433716087"
320,H30SMSEC16GC,"314,236871","6,089457319","0,001228887006"
321,H30SMSEC325C,"223,117389","17,10984479","0,001968314406"
322,H30SMSEC326C,"154,7964787","13,38959491","0,001820374047"
323,H30SMSEC329C,"328,5273798","20,34580328","0,002894763136"
324,H30SMSEC32XC,"328,8255355","17,8183108","0,002379343845"
325,H30SMSEC32GC,"205,898128","6,412781764","0,00145808782"
326,H30SMSEC645C,"89,2701602","18,52500808","0,002170388587"
327,H30SMSEC646C,"106,8043191","17,52751003","0,001787150279"
328,H30SMSEC649C,"191,8551257","21,99148555","0,003237546887"
329,H30SMSEC64XC,"213,5136106","21,84270815","0,003088472178"
330,H30SMSEC64GC,"145,736237","7,693337124","0,002070863731"
331,H30SMAEL165C,"130,0129099","11,473821","0,02720482834"
332,H30SMAEL166C,"117,1777575","12,19411877","0,02685372159"
333,H30SMAEL169C,"305,9335222","19,82334298","0,035923969"
334,H30SMAEL16XC,"277,5633636","21,60513088","0,03554873541"
335,H30SMAEL16GC,"153,3157175","5,510374141","0,02407896519"
336,H30SMAEL325C,"85,57817221","12,34297266","0,0292397812"
337,H30SMAEL326C,"80,66605997","13,44617989","0,03112343699"
338,H30SMAEL329C,"146,5123944","20,94854789","0,03650137782"
339,H30SMAEL32XC,"174,0559084","22,44640958","0,03940042108"
340,H30SMAEL32GC,"148,2476859","6,374357547","0,02499178052"
341,H30SMAEL645C,"48,45077014","14,39636899","0,03059385344"
342,H30SMAEL646C,"54,23586464","13,83271087","0,0349948816"
343,H30SMAEL649C,"106,8808351","21,68215297","0,03945469111"
344,H30SMAEL64XC,"148,2030323","22,13602428","0,03906263039"
345,H30SMAEL64GC,"47,15417337","7,101288259","0,03024318442"
346,H30SMAEC165C,"326,445785","9,263609136","0,02425814606"
347,H30SMAEC166C,"291,5752087","10,41920331","0,02634521946"
348,H30SMAEC169C,"584,6258762","18,17007863","0,0310254693"
349,H30SMAEC16XC,"543,2086","20,30209794","0,03312402219"
350,H30SMAEC16GC,"325,9397454","5,316095488","0,02240323834"
351,H30SMAEC325C,"225,3009405","10,97177509","0,0268933624"
352,H30SMAEC326C,"164,5057986","11,08632474","0,02620118484"
353,H30SMAEC329C,"312,6347237","19,43000625","0,03350850195"
354,H30SMAEC32XC,"343,5466599","20,66005854","0,03480647132"
355,H30SMAEC32GC,"181,1977191","5,402808843","0,02432363853"
356,H30SMAEC645C,"99,40460515","12,77326902","0,02801108547"
357,H30SMAEC646C,"126,2870998","13,03878302","0,02987454832"
358,H30SMAEC649C,"230,8012445","21,77073131","0,0369695276"
359,H30SMAEC64XC,"187,2354438","20,74293138","0,03847335279"
360,H30SMAEC64GC,"104,8700984","5,581874867","0,02528537437"
361,H60AMSEL165C,"265,1001072","7,9938061","0,0008275432047"
362,H60AMSEL166C,"221,5633028","7,435330426","0,0006811183412"
363,H60AMSEL169C,"569,2240775","17,15274891","0,001029901905"
364,H60AMSEL16XC,"568,6675918","10,90420971","0,001027096063"
365,H60AMSEL16GC,"327,4205122","6,323278179","0,0006264464464"
366,H60AMSEL325C,"141,2415757","5,404743702","0,001121607726"
367,H60AMSEL326C,"142,7440281","5,08108228","0,0007441900671"
368,H60AMSEL329C,"270,7291675","14,00977666","0,00147126615"
369,H60AMSEL32XC,"329,4305608","8,81814194","0,001184654888"
370,H60AMSEL32GC,"205,3288004","4,316427199","0,0008375414764"
371,H60AMSEL645C,"145,4664285","7,079091419","0,001775249024"
372,H60AMSEL646C,"83,73693085","6,000672976","0,000885512738"
373,H60AMSEL649C,"178,0266659","12,10807571","0,001938051893"
374,H60AMSEL64XC,"163,2108555","11,26975841","0,001376903034"
375,H60AMSEL64GC,"124,4807467","7,055276982","0,001289092237"
376,H60AMSEC165C,"626,0352836","7,548813494","0,0006034901598"
377,H60AMSEC166C,"520,7929676","6,391648979","0,0005981111899"
378,H60AMSEC169C,"1038,365146","21,8141326","0,0007655560039"
379,H60AMSEC16XC,"920,2736249","24,5709766","0,0008503147983"
380,H60AMSEC16GC,"596,8047986","5,302361871","0,0005288737011"
381,H60AMSEC325C,"265,9152744","6,571827061","0,0006591417477"
382,H60AMSEC326C,"386,1965556","5,024839236","0,0006318400847"
383,H60AMSEC329C,"598,5657809","12,32885001","0,0008828920545"
384,H60AMSEC32XC,"628,8345072","8,938653318","0,0008590202197"
385,H60AMSEC32GC,"360,3797121","4,590225532","0,0005535228411"
386,H60AMSEC645C,"167,2609234","8,626543768","0,001156965503"
387,H60AMSEC646C,"158,2243907","5,105480493","0,0006903973408"
388,H60AMSEC649C,"451,5826402","11,83194192","0,001376389991"
389,H60AMSEC64XC,"448,7450168","6,986227374","0,0009650522261"
390,H60AMSEC64GC,"218,1372957","5,707467393","0,0008514297078"
391,H60AMAEL165C,"252,8824453","5,971107205","0,01933181658"
392,H60AMAEL166C,"220,8445809","4,774016558","0,01824509911"
393,H60AMAEL169C,"461,3801308","19,91413398","0,02042816021"
394,H60AMAEL16XC,"569,9633806","18,72121836","0,02164086141"
395,H60AMAEL16GC,"199,6783035","5,58589945","0,01815225929"
396,H60AMAEL325C,"205,3879898","6,520742419","0,02004770003"
397,H60AMAEL326C,"221,7500427","4,156167928","0,01889220625"
398,H60AMAEL329C,"302,2219648","13,57755726","0,02478767745"
399,H60AMAEL32XC,"344,6569793","12,69912272","0,02254955098"
400,H60AMAEL32GC,"206,6929564","5,014819798","0,01750908606"
401,H60AMAEL645C,"161,6482189","7,434506856","0,02492026053"
402,H60AMAEL646C,"161,1630673","5,148820749","0,01790818758"
403,H60AMAEL649C,"208,6697907","13,20082684","0,02811974287"
404,H60AMAEL64XC,"183,9315186","9,398655459","0,0230522044"
405,H60AMAEL64GC,"146,238251","5,133249478","0,0234064348"
406,H60AMAEC165C,"489,666153","10,79567776","0,0168561507"
407,H60AMAEC166C,"493,7491407","9,25830979","0,01739703864"
408,H60AMAEC169C,"897,5138214","32,1179887","0,01931946911"
409,H60AMAEC16XC,"1008,866378","28,68150502","0,01883307844"
410,H60AMAEC16GC,"627,3620474","6,525692496","0,01704964228"
411,H60AMAEC325C,"325,0884411","6,106835965","0,01659428887"
412,H60AMAEC326C,"326,0888486","4,909599269","0,01644108817"
413,H60AMAEC329C,"628,6894622","19,13575833","0,01866575703"
414,H60AMAEC32XC,"552,9374452","17,19259864","0,02068676427"
415,H60AMAEC32GC,"216,7863257","5,501091695","0,01657592878"
